WORD,WORD,SyntCat,Category,subcat1,subcat2,subcat3,subcat4,Article,hits,misses,false_alarms,correct_rejections,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,word_lower_no_article,Word_article,Lg10WF,Lg10CD,google_ngram_frequency,Word,LgTV_T=1700,LgDF,orth_neighborhood,phon_neighborhood,tokens_used,orth_vals_used,phon_vals_used,log_orth_neighborhood,log_phon_neighborhood
EL PASO,EL PASO,NOUN,geography,United States,big city,,,,53,14,5,69,0.8652482269503546,0.06756756756756757,0.7910447761194029,0.0,22.0,1.4074074074074074,27.0,EL PASO,El Paso,2.44,4.66666666666667,4.36,3.19230769230769,3.21428571428571,El Paso,El Paso,,,-13.764602983377197,EL PASO,,,3.0,1.0,el;paso,nan;3,nan;1,1.3862943611198906,0.6931471805599453
A SKIER,A SKIER,NOUN,people,Sports,,,,a,57,33,8,93,0.7853403141361257,0.07920792079207921,0.6333333333333333,0.6086956521739131,23.0,1.0769230769230769,26.0,A SKIER,a skier,3.8,4.38095238095238,4.72,4.62962962962963,3.75,skier,a skier,1.3979,1.2553,-16.712938742486575,A SKIER,1.927892,2.397895,1.0,6.0,skier,1,6,0.6931471805599453,1.9459101490553132
NAOMI,NAOMI,NOUN,common names,girl,,,,,63,9,5,73,0.9066666666666666,0.0641025641025641,0.875,0.0,22.0,1.08,25.0,NAOMI,Naomi,2.76,3.9047619047619,3.76,2.59259259259259,3.17857142857143,Naomi,Naomi,,,-12.472506854985264,NAOMI,,,0.0,0.0,naomi,0,0,0.0,0.0
TO WHISTLE,TO WHISTLE,VERB,,,,,,to,47,27,13,75,0.7530864197530864,0.14772727272727273,0.6351351351351351,0.9130434782608696,23.0,1.2222222222222223,27.0,TO WHISTLE,to whistle,3.28,3.76190476190476,4.64,3.65384615384615,3.82142857142857,whistle,to whistle,2.8971,2.6758,-15.09856744101726,TO WHISTLE,2.840539,4.962845,5.0,10.0,whistle,5,10,1.791759469228055,2.3978952727983707
FERNANDA,FERNANDA,NOUN,common names,girl,,,,,45,27,5,76,0.7908496732026143,0.06172839506172839,0.625,0.0,14.0,1.0,16.0,FERNANDA,Fernanda,2.5,4.0,2.04,1.62962962962963,3.03571428571429,Fernanda,Fernanda,,,-15.617094668758844,FERNANDA,,,,,fernanda,,,,
AN ANTELOPE,AN ANTELOPE,NOUN,living things,animal,mammal,,,an,45,31,7,77,0.7625,0.08333333333333333,0.5921052631578947,0.6818181818181818,22.0,1.037037037037037,27.0,AN ANTELOPE,an antelope,2.84,4.80952380952381,4.64,4.74074074074074,3.48148148148148,antelope,an antelope,1.7076,1.5315,-16.250754906441855,AN ANTELOPE,2.197225,3.610918,0.0,0.0,antelope,0,0,0.0,0.0
TO HOIST,TO HOIST,VERB,,,,,,to,42,30,5,78,0.7741935483870968,0.060240963855421686,0.5833333333333334,3.136363636363636,22.0,1.36,25.0,TO HOIST,to hoist,3.12,3.42857142857143,4.54166666666667,3.40740740740741,3.07142857142857,hoist,to hoist,2.0253,1.9345,-15.228393643301198,TO HOIST,1.871802,2.70805,4.0,8.0,hoist,4,8,1.6094379124341003,2.1972245773362196
TO JABBER,TO JABBER,VERB,,,,,,to,50,25,16,66,0.7388535031847133,0.1951219512195122,0.6666666666666666,3.5,22.0,1.2222222222222223,27.0,TO JABBER,to jabber,3.2,2.57142857142857,3.84,2.25925925925926,2.82142857142857,jabber,to jabber,1.415,1.2041,-17.948054204077106,TO JABBER,,,0.0,3.0,jabber,0,3,0.0,1.3862943611198906
WILLIE,WILLIE,NOUN,common names,Ambiguous,,,,,46,24,4,71,0.8068965517241379,0.05333333333333334,0.6571428571428571,1.0909090909090908,22.0,1.6153846153846154,26.0,WILLIE,Willie,2.44,3.76190476190476,3.8,2.44444444444444,3.14285714285714,Willie,Willie,,,-12.274580833964848,WILLIE,1.575536,4.248495,2.0,24.0,willie,2,24,1.0986122886681098,3.2188758248682006
TO OPPOSE,TO OPPOSE,VERB,,,,,,to,38,41,15,72,0.6626506024096386,0.1724137931034483,0.4810126582278481,3.363636363636364,22.0,1.5185185185185186,27.0,TO OPPOSE,to oppose,3.48,2.52380952380952,4.76,2.51851851851852,2.35714285714286,oppose,to oppose,2.0453,1.9823,-12.981908768275362,TO OPPOSE,3.133681,4.624973,2.0,4.0,oppose,2,4,1.0986122886681098,1.6094379124341003
A PSYCHOTIC DISORDER,A PSYCHOTIC DISORDER,NOUN,diseases and conditions,psychiatric/brain,,,,a,61,10,9,67,0.8707482993197279,0.11842105263157894,0.8591549295774648,1.3478260869565215,23.0,1.1851851851851851,27.0,A PSYCHOTIC DISORDER,a psychotic disorder,3.48,2.23809523809524,4.20833333333333,2.0,1.35714285714286,psychotic disorder,a psychotic disorder,,,-17.020022487653726,A PSYCHOTIC DISORDER,,,0.5,0.5,psychotic;disorder,0;1,0;1,0.4054651081081644,0.4054651081081644
JONATHAN,JONATHAN,NOUN,common names,boy,,,,,59,21,16,74,0.7823529411764706,0.17777777777777778,0.7375,0.0909090909090909,22.0,1.1153846153846154,26.0,JONATHAN,Jonathan,2.2,3.85714285714286,4.2,2.48148148148148,3.21428571428571,Jonathan,Jonathan,,,-11.208219920685242,JONATHAN,2.52239,4.060443,0.0,0.0,jonathan,0,0,0.0,0.0
A SYMPATHIZER,A SYMPATHIZER,NOUN,people,Politics,,,,a,58,27,10,79,0.7873563218390804,0.11235955056179775,0.6823529411764706,2.083333333333333,24.0,1.2962962962962965,27.0,A SYMPATHIZER,a sympathizer,2.33333333333333,2.9047619047619,4.6,2.03703703703704,3.57142857142857,sympathizer,a sympathizer,1.2041,1.1139,-17.298354328752424,A SYMPATHIZER,,,,,sympathizer,,,,
HISTORICAL,HISTORICAL,ADJ,,,,,,,41,41,8,85,0.72,0.08602150537634409,0.5,2.1739130434782608,23.0,1.3333333333333333,27.0,HISTORICAL,historical,2.64,2.35,4.64,2.14814814814815,3.57142857142857,historical,historical,2.4314,2.2788,-9.334714344784246,HISTORICAL,3.117212,5.429346,0.0,3.0,historical,0,3,0.0,1.3862943611198906
A MINUTEMAN,A MINUTEMAN,NOUN,people,Military,,,,a,59,14,6,73,0.868421052631579,0.0759493670886076,0.8082191780821918,0.782608695652174,23.0,1.4444444444444444,27.0,A MINUTEMAN,a minuteman,3.32,3.66666666666667,4.08,3.14814814814815,3.17857142857143,minuteman,a minuteman,1.1139,1.0414,-18.24256224978801,A MINUTEMAN,,,,,minuteman,,,,
TO YELL,TO YELL,VERB,,,,,,to,37,32,3,80,0.7697368421052632,0.03614457831325301,0.5362318840579711,3.695652173913044,23.0,1.1923076923076923,26.0,TO YELL,to yell,4.32,3.61904761904762,4.8,3.59259259259259,2.10714285714286,yell,to yell,2.9731,2.8645,-13.97680009422915,TO YELL,2.906446,4.521789,11.0,28.0,yell,11,28,2.4849066497880004,3.367295829986474
A SLOTH,A SLOTH,NOUN,living things,animal,mammal,,,a,57,19,13,69,0.7974683544303798,0.15853658536585366,0.75,0.8333333333333334,24.0,1.851851851851852,27.0,A SLOTH,a sloth,1.6,4.42857142857143,4.56,4.37037037037037,3.03571428571429,sloth,a sloth,1.8751,1.3979,-17.30191307945696,A SLOTH,,,3.0,3.0,sloth,3,3,1.3862943611198906,1.3862943611198906
DAVID HASSELHOFF,DAVID HASSELHOFF,NOUN,famous people,Actors,,,,,81,4,6,87,0.9438202247191011,0.06451612903225806,0.9529411764705882,0.1363636363636363,22.0,1.0,27.0,DAVID HASSELHOFF,David Hasselhoff,2.88,4.85714285714286,4.28,4.62962962962963,3.42857142857143,David Hasselhoff,David Hasselhoff,,,-18.17417834722151,DAVID HASSELHOFF,,,2.0,2.0,david;hasselhoff,2;nan,2;nan,1.0986122886681098,1.0986122886681098
AJAR,AJAR,ADJ,,,,,,,56,21,6,75,0.8291139240506329,0.07407407407407407,0.7272727272727273,2.909090909090909,22.0,1.1538461538461535,26.0,AJAR,ajar,2.28,3.0,4.56,3.2962962962963,2.78571428571429,ajar,ajar,1.3802,1.3222,-13.642912392286265,AJAR,1.75642,2.639057,3.0,2.0,ajar,3,2,1.3862943611198906,1.0986122886681098
HELSINKI,HELSINKI,NOUN,geography,world,big city,,,,52,17,1,75,0.8758620689655172,0.013157894736842105,0.7536231884057971,0.0588235294117647,17.0,1.0,23.0,HELSINKI,Helsinki,2.88,4.38095238095238,3.64,3.03846153846154,3.03571428571429,Helsinki,Helsinki,,,-12.8593313758052,HELSINKI,,,0.0,0.0,helsinki,0,0,0.0,0.0
AN ENSIGN,AN ENSIGN,NOUN,people,Military,,,,an,41,36,3,80,0.75625,0.03614457831325301,0.5324675324675324,0.9375,16.0,1.181818181818182,22.0,AN ENSIGN,an ensign,2.6,3.5,3.4,2.33333333333333,3.17857142857143,ensign,an ensign,2.2601,1.7324,-16.22158941081649,AN ENSIGN,,,0.0,0.0,ensign,0,0,0.0,0.0
KENO,KENO,NOUN,games,,,,,,61,22,3,91,0.8587570621468926,0.031914893617021274,0.7349397590361446,0.1176470588235294,17.0,1.1578947368421053,19.0,KENO,Keno,2.76,3.76190476190476,2.44,2.62962962962963,3.28571428571429,Keno,Keno,,,-16.11309752327984,KENO,,,5.0,9.0,keno,5,9,1.791759469228055,2.302585092994046
TO HOBBLE,TO HOBBLE,VERB,,,,,,to,59,25,20,71,0.7428571428571429,0.21978021978021978,0.7023809523809523,2.7142857142857144,21.0,1.5555555555555556,27.0,TO HOBBLE,to hobble,2.48,3.14285714285714,4.54166666666667,3.38461538461538,2.21428571428571,hobble,to hobble,1.2788,1.1139,-16.210755676988445,TO HOBBLE,,,3.0,6.0,hobble,3,6,1.3862943611198906,1.9459101490553132
TO DUCK,TO DUCK,VERB,,,,,,to,50,32,11,76,0.7455621301775148,0.12643678160919541,0.6097560975609756,2.782608695652174,23.0,1.5357142857142858,28.0,TO DUCK,to duck,3.2,3.38095238095238,4.72,3.55555555555556,2.85714285714286,duck,to duck,3.1017,2.8476,-14.472008079793882,TO DUCK,2.264364,4.615121,18.0,42.0,duck,18,42,2.9444389791664403,3.7612001156935624
A BLACK BEAR,A BLACK BEAR,NOUN,living things,animal,mammal,,,a,59,26,4,90,0.8324022346368715,0.0425531914893617,0.6941176470588235,0.3478260869565217,23.0,1.0,27.0,A BLACK BEAR,a black bear,4.12,4.85714285714286,4.64,4.77777777777778,3.07142857142857,black bear,a black bear,,,-16.47136241933853,A BLACK BEAR,,,15.5,33.0,black;bear,8;23,20;46,2.803360380906535,3.5263605246161616
TO ENVY,TO ENVY,VERB,,,,,,to,50,22,14,65,0.7615894039735099,0.17721518987341772,0.6944444444444444,2.590909090909091,22.0,1.3333333333333333,27.0,TO ENVY,to envy,3.52,2.04761904761905,4.72,1.88888888888889,2.0,envy,to envy,2.6884,2.6096,-15.44058654440137,TO ENVY,2.987364,3.89182,1.0,2.0,envy,1,2,0.6931471805599453,1.0986122886681098
ANTOINETTE,ANTOINETTE,NOUN,common names,girl,,,,,66,16,12,76,0.8352941176470589,0.13636363636363635,0.8048780487804879,0.1428571428571428,21.0,1.0416666666666667,24.0,ANTOINETTE,Antoinette,2.6,3.95238095238095,3.68,2.92592592592593,3.14285714285714,Antoinette,Antoinette,,,-13.650318711304802,ANTOINETTE,,,0.0,0.0,antoinette,0,0,0.0,0.0
TO DISGUST,TO DISGUST,VERB,,,,,,to,49,18,17,55,0.7482014388489209,0.2361111111111111,0.7313432835820896,2.869565217391304,23.0,1.2222222222222223,27.0,TO DISGUST,to disgust,3.36,2.28571428571429,4.44,2.40740740740741,1.46428571428571,disgust,to disgust,2.1523,2.0864,-16.272803077706346,TO DISGUST,2.950996,3.931826,1.0,2.0,disgust,1,2,0.6931471805599453,1.0986122886681098
FULL,FULL,ADJ,,,,,,,25,50,1,81,0.6751592356687898,0.012195121951219513,0.3333333333333333,3.8260869565217392,23.0,1.8888888888888888,27.0,FULL,full,2.84,2.9047619047619,4.76,3.33333333333333,3.78571428571429,full,full,3.9301,3.6362,-8.54678124714237,FULL,4.50673,7.689829,13.0,17.0,full,13,17,2.6390573296152584,2.8903717578961645
A COTTAGE,A COTTAGE,NOUN,human dwelling,,,,,a,43,25,8,65,0.7659574468085106,0.1095890410958904,0.6323529411764706,2.0869565217391304,23.0,1.2222222222222223,27.0,A COTTAGE,a cottage,2.4,4.66666666666667,4.72,4.59259259259259,4.14285714285714,cottage,a cottage,2.433,2.2175,-14.092025787986408,A COTTAGE,3.064169,5.062595,1.0,2.0,cottage,1,2,0.6931471805599453,1.0986122886681098
MUSCLES,MUSCLES,NOUN,human body,internal,,,,,58,18,6,83,0.8545454545454545,0.06741573033707865,0.7631578947368421,1.181818181818182,22.0,1.4444444444444444,27.0,MUSCLES,muscles,3.76,4.52380952380952,4.76,4.33333333333333,3.82142857142857,muscles,muscles,2.5866,2.4914,-10.493188560254271,MUSCLES,2.94663,6.35437,1.0,3.0,muscles,1,3,0.6931471805599453,1.3862943611198906
SABRINA,SABRINA,NOUN,common names,girl,,,,,48,19,5,67,0.8273381294964028,0.06944444444444445,0.7164179104477612,0.0,24.0,1.12,25.0,SABRINA,Sabrina,2.8,3.78947368421053,3.88,2.40740740740741,3.35714285714286,Sabrina,Sabrina,,,-13.206073382728931,SABRINA,0.713766,1.098612,,,sabrina,,,,
SAFFRON,SAFFRON,NOUN,food,seasoning / condiments,spice,,,,70,17,11,83,0.8453038674033149,0.11702127659574468,0.8045977011494253,0.7619047619047619,21.0,1.6296296296296295,27.0,SAFFRON,saffron,2.6,4.14285714285714,3.88,3.30769230769231,3.60714285714286,saffron,saffron,1.5051,1.3222,-13.327653415502883,SAFFRON,,,0.0,0.0,saffron,0,0,0.0,0.0
LOUISA M. ALCOTT,LOUISA M. ALCOTT,NOUN,famous people,Literature,,,,,40,24,2,67,0.8045112781954887,0.028985507246376812,0.625,0.0,23.0,1.0,24.0,LOUISA M. ALCOTT,Louisa M. Alcott,2.28,4.66666666666667,2.96,3.07407407407407,3.5,Louisa M. Alcott,Louisa M. Alcott,,,-19.27166753878485,LOUISA M. ALCOTT,,,,,louisa;m.;alcott,nan;nan;nan,nan;nan;nan,,
AN ASTRONAUT,AN ASTRONAUT,NOUN,people,Other,,,,an,70,11,15,73,0.8461538461538461,0.17045454545454544,0.8641975308641975,1.0416666666666667,24.0,1.0,27.0,AN ASTRONAUT,an astronaut,4.12,4.61904761904762,4.625,4.55555555555556,3.96428571428571,astronaut,an astronaut,2.3075,2.0,-15.207653158598667,AN ASTRONAUT,1.933934,4.276666,1.0,1.0,astronaut,1,1,0.6931471805599453,0.6931471805599453
TO BLUR,TO BLUR,VERB,,,,,,to,66,17,23,65,0.7660818713450293,0.26136363636363635,0.7951807228915663,2.4782608695652173,23.0,1.7037037037037035,27.0,TO BLUR,to blur,2.36,2.76190476190476,4.6,3.22222222222222,2.57142857142857,blur,to blur,2.0414,1.9777,-14.51099947377126,TO BLUR,2.876386,3.78419,4.0,10.0,blur,4,10,1.6094379124341003,2.3978952727983707
CANCER,CANCER,NOUN,diseases and conditions,systemic,,,,,72,19,8,89,0.8563829787234043,0.08247422680412371,0.7912087912087912,1.1304347826086956,23.0,2.0,27.0,CANCER,cancer,3.20833333333333,3.61904761904762,4.76,2.51851851851852,1.10714285714286,cancer,cancer,3.0569,2.7723,-9.465104445667572,CANCER,2.367124,5.303305,5.0,7.0,cancer,5,7,1.791759469228055,2.0794415416798357
TO WRENCH,TO WRENCH,VERB,,,,,,to,74,18,26,53,0.7426900584795322,0.3291139240506329,0.8043478260869565,2.4347826086956523,23.0,1.6538461538461535,26.0,TO WRENCH,to wrench,3.28,2.80952380952381,4.52,2.96153846153846,2.35714285714286,wrench,to wrench,2.3075,2.1072,-15.372564032241453,TO WRENCH,1.819158,3.332205,4.0,8.0,wrench,4,8,1.6094379124341003,2.1972245773362196
TO CHIDE,TO CHIDE,VERB,,,,,,to,40,45,5,86,0.7159090909090909,0.054945054945054944,0.47058823529411764,3.2,20.0,1.1666666666666667,24.0,TO CHIDE,to chide,2.76,2.42857142857143,3.8,2.15384615384615,2.21428571428571,chide,to chide,0.7782,0.699,-16.256691483809906,TO CHIDE,,,,,chide,,,,
TO REPRODUCE,TO REPRODUCE,VERB,,,,,,to,45,32,8,76,0.7515527950310559,0.09523809523809523,0.5844155844155844,2.5217391304347827,23.0,1.962962962962963,27.0,TO REPRODUCE,to reproduce,3.96,3.33333333333333,4.68,3.03846153846154,3.96428571428571,reproduce,to reproduce,1.9031,1.8451,-12.669280272269866,TO REPRODUCE,2.825833,5.283204,0.0,0.0,reproduce,0,0,0.0,0.0
TO STAPLE,TO STAPLE,VERB,,,,,,to,70,18,22,73,0.7814207650273224,0.23157894736842105,0.7954545454545454,1.173913043478261,23.0,1.3333333333333333,27.0,TO STAPLE,to staple,2.32,3.85,4.72,3.85185185185185,2.92857142857143,staple,to staple,1.7634,1.716,-17.398204142798935,TO STAPLE,2.306743,3.526361,5.0,6.0,staple,5,6,1.791759469228055,1.9459101490553132
CLAUDIA,CLAUDIA,NOUN,common names,girl,,,,,62,25,14,81,0.7857142857142857,0.14736842105263157,0.7126436781609196,0.0,23.0,1.0,27.0,CLAUDIA,Claudia,2.56,3.76190476190476,3.92,2.11111111111111,3.14285714285714,Claudia,Claudia,,,-12.523120415490164,CLAUDIA,0.559616,2.397895,,,claudia,,,,
A CABIN,A CABIN,NOUN,human dwelling,,,,,a,60,28,12,85,0.7837837837837838,0.12371134020618557,0.6818181818181818,2.25,24.0,1.2962962962962965,27.0,A CABIN,a cabin,2.56,4.66666666666667,4.8,4.57692307692308,4.10714285714286,cabin,a cabin,3.0013,2.6628,-14.216354719896472,A CABIN,2.850225,5.63479,2.0,1.0,cabin,2,1,1.0986122886681098,0.6931471805599453
TO THAW,TO THAW,VERB,,,,,,to,47,27,8,84,0.7891566265060241,0.08695652173913043,0.6351351351351351,2.0,23.0,1.7037037037037035,27.0,TO THAW,to thaw,2.08,3.42857142857143,4.64,3.2962962962963,3.07142857142857,thaw,to thaw,1.9138,1.7782,-15.251177291247922,TO THAW,1.986732,2.833213,5.0,15.0,thaw,5,15,1.791759469228055,2.772588722239781
TO POOL,TO POOL,VERB,,,,,,to,49,30,12,70,0.7391304347826086,0.14634146341463414,0.620253164556962,2.5,22.0,1.7916666666666667,24.0,TO POOL,to pool,2.72,3.0,4.4,2.5,3.5,pool,to pool,3.3797,3.0795,-14.744533725680784,TO POOL,3.109805,5.680173,14.0,29.0,pool,14,29,2.70805020110221,3.4011973816621555
TO MONOGRAM,TO MONOGRAM,VERB,,,,,,to,48,28,5,79,0.79375,0.05952380952380952,0.631578947368421,1.181818181818182,22.0,1.0740740740740742,27.0,TO MONOGRAM,to monogram,2.32,3.47619047619048,4.44,3.18518518518519,3.25,monogram,to monogram,1.1761,1.1461,-19.75007014646728,TO MONOGRAM,,,,,monogram,,,,
TO HEAD,TO HEAD,VERB,,,,,,to,35,39,8,77,0.7044025157232704,0.09411764705882353,0.47297297297297297,2.9130434782608696,23.0,2.0384615384615383,26.0,TO HEAD,to head,2.83333333333333,2.28571428571429,4.64,2.07407407407407,3.28571428571429,head,to head,4.2776,3.799,-12.397074070731025,TO HEAD,4.375757,8.160232,17.0,36.0,head,17,36,2.8903717578961645,3.6109179126442243
A GO-KART,A GO-KART,NOUN,vehicle,land,motorized,car,,a,63,22,3,84,0.8546511627906976,0.034482758620689655,0.7411764705882353,0.9565217391304348,23.0,1.0,26.0,A GO-KART,a go-kart,4.08,4.76190476190476,4.72,4.33333333333333,3.96428571428571,go-kart,a go-kart,,,-18.315820680473134,A GO-KART,,,,,go-kart,,,,
TO MURMUR,TO MURMUR,VERB,,,,,,to,50,31,12,81,0.7528735632183908,0.12903225806451613,0.6172839506172839,2.863636363636364,22.0,1.5555555555555556,27.0,TO MURMUR,to murmur,2.0,2.9047619047619,4.52,2.37037037037037,2.60714285714286,murmur,to murmur,1.6902,1.5911,-15.422461648469838,TO MURMUR,2.716349,3.871201,1.0,4.0,murmur,1,4,0.6931471805599453,1.6094379124341003
AN ARACHNID,AN ARACHNID,NOUN,living things,,,,,an,57,13,9,66,0.8482758620689655,0.12,0.8142857142857143,1.0909090909090908,22.0,1.0,26.0,AN ARACHNID,an arachnid,3.56,4.42857142857143,3.96,4.23076923076923,1.89285714285714,arachnid,an arachnid,1.1461,0.9031,-18.67933421782143,AN ARACHNID,,,,,arachnid,,,,
TO CAP,TO CAP,VERB,,,,,,to,39,32,12,68,0.7086092715231788,0.15,0.5492957746478874,2.6956521739130435,23.0,1.962962962962963,27.0,TO CAP,to cap,2.4,3.23809523809524,4.56,2.88888888888889,3.10714285714286,cap,to cap,2.9809,2.7924,-14.980084713112664,TO CAP,3.117212,5.700444,31.0,46.0,cap,31,46,3.4657359027997265,3.8501476017100584
AN AGENT,AN AGENT,NOUN,people,Sports/A&E/Other,,,,an,55,32,16,80,0.7377049180327869,0.16666666666666666,0.632183908045977,2.217391304347826,23.0,2.185185185185185,27.0,AN AGENT,an agent,3.08,3.5,4.66666666666667,3.07407407407407,3.03571428571429,agent,an agent,3.719,3.1461,-12.144559778983924,AN AGENT,2.928969,5.42495,2.0,2.0,agent,2,2,1.0986122886681098,1.0986122886681098
PUDDING,PUDDING,NOUN,food,dessert,,,,,69,24,8,94,0.8358974358974359,0.0784313725490196,0.7419354838709677,1.2608695652173914,23.0,1.6296296296296295,27.0,PUDDING,pudding,2.68,4.57142857142857,4.68,4.19230769230769,4.07142857142857,pudding,pudding,2.4983,2.3032,-12.611470522606238,PUDDING,2.053055,3.610918,2.0,4.0,pudding,2,4,1.0986122886681098,1.6094379124341003
ZESTY,ZESTY,ADJ,,,,,,,48,20,5,72,0.8275862068965517,0.06493506493506493,0.7058823529411765,2.8260869565217392,23.0,1.5384615384615383,26.0,ZESTY,zesty,4.20833333333333,1.9047619047619,4.24,2.03846153846154,4.03571428571429,zesty,zesty,0.9542,0.9031,-15.76968378080605,ZESTY,,,,,zesty,,,,
A BARKEEPER,A BARKEEPER,NOUN,people,Food,,,,a,67,21,5,91,0.8586956521739131,0.052083333333333336,0.7613636363636364,2.0,23.0,1.1111111111111112,27.0,A BARKEEPER,a barkeeper,3.0,4.28571428571429,4.56,4.15384615384615,3.40740740740741,barkeeper,a barkeeper,0.6021,0.6021,-19.719610957336744,A BARKEEPER,,,,,barkeeper,,,,
A DUTCH OVEN,A DUTCH OVEN,NOUN,household item,kitchen item,food preparation,,,a,61,11,2,80,0.9155844155844156,0.024390243902439025,0.8472222222222222,0.8095238095238095,21.0,1.4074074074074074,27.0,A DUTCH OVEN,a Dutch oven,2.75,4.80952380952381,4.16,4.07407407407407,3.21428571428571,Dutch oven,a Dutch oven,,,-15.97757212625508,A DUTCH OVEN,,,5.5,10.5,dutch;oven,3;8,18;3,1.8718021769015913,2.4423470353692043
TO OBJECT,TO OBJECT,VERB,,,,,,to,33,35,10,67,0.6896551724137931,0.12987012987012986,0.4852941176470588,3.16,25.0,1.3703703703703705,27.0,TO OBJECT,to object,3.2,2.23809523809524,4.68,2.55555555555556,2.53571428571429,object,to object,3.1189,2.9159,-13.636410788995864,TO OBJECT,3.278716,6.761573,2.0,2.0,object,2,2,1.0986122886681098,1.0986122886681098
A CHARCOAL GRILL,A CHARCOAL GRILL,NOUN,furniture,outdoor,grill,,,a,70,15,9,82,0.8636363636363636,0.0989010989010989,0.8235294117647058,0.56,25.0,1.0,27.0,A CHARCOAL GRILL,a charcoal grill,2.95454545454545,4.88461538461539,4.84615384615385,4.53846153846154,3.65217391304348,charcoal grill,a charcoal grill,,,-16.720755281708662,A CHARCOAL GRILL,,,2.0,8.0,charcoal;grill,0;4,0;16,1.0986122886681098,2.1972245773362196
A CHARLATAN,A CHARLATAN,NOUN,people,Other,,,,a,62,21,9,84,0.8295454545454546,0.0967741935483871,0.7469879518072289,2.142857142857143,21.0,1.2173913043478262,23.0,A CHARLATAN,a charlatan,3.22727272727273,3.07692307692308,3.61538461538462,2.42307692307692,2.0,charlatan,a charlatan,1.6532,1.5911,-15.896637746388976,A CHARLATAN,,,0.0,0.0,charlatan,0,0,0.0,0.0
AN ALBATROSS,AN ALBATROSS,NOUN,living things,animal,bird,,,an,57,21,8,80,0.8253012048192772,0.09090909090909091,0.7307692307692307,0.4285714285714285,21.0,1.565217391304348,23.0,AN ALBATROSS,an albatross,3.45454545454545,4.08333333333333,3.92307692307692,3.73076923076923,3.0,albatross,an albatross,1.6128,1.301,-16.379225690475586,AN ALBATROSS,,,0.0,0.0,albatross,0,0,0.0,0.0
BRASH,BRASH,ADJ,,,,,,,31,38,8,67,0.6805555555555556,0.10666666666666667,0.4492753623188406,3.0,22.0,1.2,25.0,BRASH,brash,3.40909090909091,2.08,4.23076923076923,1.68,2.21739130434783,brash,brash,1.3424,1.3222,-14.132715685953029,BRASH,,,7.0,11.0,brash,7,11,2.0794415416798357,2.4849066497880004
A REVEREND,A REVEREND,NOUN,people,Religious,,,,a,52,23,2,82,0.8427672955974843,0.023809523809523808,0.6933333333333334,1.9615384615384612,26.0,1.148148148148148,27.0,A REVEREND,a reverend,2.33333333333333,4.0,4.34615384615385,3.65384615384615,3.65217391304348,reverend,a reverend,2.9841,2.4843,-16.644605481859973,A REVEREND,2.529056,4.276666,1.0,0.0,reverend,1,0,0.6931471805599453,0.0
DANIELLE STEEL,DANIELLE STEEL,NOUN,famous people,Literature,,,,,76,16,5,93,0.8894736842105263,0.05102040816326531,0.8260869565217391,0.0,23.0,1.0,25.0,DANIELLE STEEL,Danielle Steel,3.0,4.65384615384615,3.16,3.11538461538462,3.1304347826087,Danielle Steel,Danielle Steel,,,-17.64895795793212,DANIELLE STEEL,,,5.0,16.0,danielle;steel,nan;5,nan;16,1.791759469228055,2.833213344056216
AN ANTIVIRAL,AN ANTIVIRAL,NOUN,medicine,types,,,,an,35,30,2,72,0.7697841726618705,0.02702702702702703,0.5384615384615384,0.5,24.0,1.0769230769230769,26.0,AN ANTIVIRAL,an antiviral,2.63636363636364,3.16,3.73076923076923,1.84,2.91304347826087,antiviral,an antiviral,0.301,0.301,-16.447383982144775,AN ANTIVIRAL,,,,,antiviral,,,,
PAINSTAKING,PAINSTAKING,ADJ,,,,,,,40,47,1,96,0.7391304347826086,0.010309278350515464,0.45977011494252873,2.423076923076923,26.0,1.1153846153846154,26.0,PAINSTAKING,painstaking,3.40909090909091,1.69230769230769,4.53846153846154,1.65384615384615,2.08695652173913,painstaking,painstaking,1.1139,1.1139,-13.863112286079332,PAINSTAKING,2.29841,2.564949,,,painstaking,,,,
PRAGUE,PRAGUE,NOUN,geography,world,big city,,,,57,24,7,82,0.8176470588235294,0.07865168539325842,0.7037037037037037,0.0,22.0,1.0,26.0,PRAGUE,Prague,3.31818181818182,4.30769230769231,3.80769230769231,3.26923076923077,3.17391304347826,Prague,Prague,,,-12.48209882357857,PRAGUE,2.042302,2.639057,1.0,7.0,prague,1,7,0.6931471805599453,2.0794415416798357
A MOTEL,A MOTEL,NOUN,human dwelling,,,,,a,51,34,3,93,0.7955801104972375,0.03125,0.6,1.32,25.0,1.037037037037037,27.0,A MOTEL,a motel,3.0952380952381,4.69230769230769,4.84615384615385,4.34615384615385,2.82608695652174,motel,a motel,2.9675,2.6721,-14.382024807651437,A MOTEL,1.79868,3.135494,3.0,2.0,motel,3,2,1.3862943611198906,1.0986122886681098
TO COUGH,TO COUGH,VERB,,,,,,to,58,26,13,80,0.7796610169491526,0.13978494623655913,0.6904761904761905,1.0,25.0,1.1851851851851851,27.0,TO COUGH,to cough,2.36363636363636,3.76923076923077,4.84615384615385,3.88461538461538,2.0,cough,to cough,2.6522,2.525,-14.467756500847704,TO COUGH,2.599598,4.454347,5.0,12.0,cough,5,12,1.791759469228055,2.5649493574615367
