,Word,hits,misses,correct.rejections,false.alarms,word.x,pos,wn_num_meanings,wn_num_synonyms,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,meanings,meanings_n,num_synonyms,syn_n,arousal,concrete,fam,image,valence,X,word.y,mean.cor,num_syn,r.given.w,w.given.r,Acc,freq,M,false.alarm.rate,hit.rate,GloVe distinctiveness
1830,TALES,37,40,80,5,tales,n,2,9,359,246,286,223,7.04,2.5563,2.93,2.3927,1.48148148148148,27,3.7826086956521703,23,3.09090909090909,2.80769230769231,4.7407407407407405,2.3703703703703702,3.88461538461538,1676,tales,0.26272296318692495,4.78260869565217,0.6750000000000006,0.20909090909090924,0.7222222222222222,5.41164605185504,-6.9766322017183064,0.05882352941176471,0.4805194805194805,0.12739888375553676
1831,TALK,38,32,78,4,talk,n,11,33,43605,7619,41204,7559,855.0,4.6395,90.83,3.8819999999999997,2.10344827586207,29,4.03703703703704,27,3.0,3.57692307692308,4.89655172413793,2.96551724137931,3.75862068965517,2158,talk,0.5375625656109799,5.03703703703704,0.4754098360655736,0.19852941176470576,0.7631578947368421,8.930626469173578,-10.547444488905304,0.04878048780487805,0.5428571428571428,0.11828710347568715
1832,TALKIE,59,19,80,2,talkie,n,1,2,16,13,12,11,0.31,1.2304,0.15,1.1461,1.3478260869565202,23,1.0,16,2.8,3.1785714285714306,4.13793103448276,2.06666666666667,3.37931034482759,613,talkie,-0.0235033669211669,2.0,0.7419354838709687,0.5,0.86875,2.4849066497880004,-3.1780538303479458,0.024390243902439025,0.7564102564102564,0.058014112942422355
1833,TAMPONS,78,6,85,6,tampons,n,2,2,37,33,30,28,0.73,1.5798,0.39,1.5315,1.07142857142857,28,0.555555555555556,27,2.0434782608695703,4.72413793103448,4.703703703703701,4.64,2.06896551724138,78,tampons,-0.261707357136726,1.5555555555555558,0.9333333333333346,0.6428571428571427,0.9314285714285714,3.3672958299864737,-3.8091285822655134,0.06593406593406594,0.9285714285714286,0.0708229153732875
1834,TANGLED,63,20,75,16,tangled,v,6,23,130,114,128,113,2.55,2.1173,1.36,2.0607,1.4642857142857097,28,2.1111111111111103,27,3.54545454545455,2.89655172413793,4.851851851851849,4.04,1.82758620689655,1311,tangled,0.16004992311094002,3.11111111111111,0.6829268292682947,0.3214285714285716,0.7931034482758621,4.736198448394496,-5.87117838123348,0.17582417582417584,0.7590361445783133,0.1436058490785426
1835,TANGO,60,12,68,13,tango,n,3,3,274,117,167,71,5.37,2.4393,1.39,2.0719,1.82758620689655,29,0.7777777777777779,27,4.09090909090909,3.92592592592593,4.24137931034483,4.0,3.79310344827586,1040,tango,0.0863513525675598,1.777777777777778,0.5471698113207553,0.5624999999999999,0.8366013071895425,4.276666119016055,-4.852030263919618,0.16049382716049382,0.8333333333333334,0.10030900052965888
1836,TANKER,56,25,74,12,tanker,n,2,6,100,53,90,48,1.96,2.0043,0.63,1.7324,1.84615384615385,26,1.5416666666666698,24,2.8695652173912998,4.44827586206897,4.296296296296299,4.28,2.51724137931034,1417,tanker,0.186837249148829,2.5416666666666696,0.5416666666666655,0.3934426229508192,0.7784431137724551,3.8918202981106265,-4.824640331935994,0.13953488372093026,0.6913580246913579,0.06146405497024529
1837,TAPED,41,42,89,5,taped,v,17,31,218,178,212,174,4.27,2.3404,2.12,2.2529,2.03571428571429,28,1.88888888888889,27,2.7826086956521703,3.51724137931034,4.77777777777778,3.84,2.89655172413793,1580,taped,0.234529875460986,2.88888888888889,0.4912280701754376,0.34615384615384603,0.7344632768361582,5.1647859739235145,-6.225657934608778,0.05319148936170213,0.4939759036144578,0.08337880258697818
1838,TARDY,48,21,71,7,tardy,s,1,3,58,47,50,44,1.14,1.7709,0.56,1.6812,1.23076923076923,26,2.1153846153846203,26,2.52380952380952,2.76923076923077,4.89285714285714,1.84,2.03448275862069,277,tardy,-0.134005908940209,3.11538461538462,0.8125000000000006,0.3209876543209872,0.8095238095238095,3.80666248977032,-4.943015106421278,0.08974358974358974,0.6956521739130435,0.11323819801558331
1839,TASKS,49,29,69,18,tasks,n,4,10,85,73,84,72,1.67,1.9345,0.87,1.8692,1.57142857142857,28,3.68181818181818,22,2.57142857142857,3.0384615384615397,4.851851851851849,2.44444444444444,2.92307692307692,1913,tasks,0.34424190112828,4.68181818181818,0.6363636363636369,0.21359223300970884,0.7151515151515152,4.290459441148391,-5.834145976019712,0.20689655172413796,0.6282051282051282,0.0852909779227943
1840,TATE,55,32,89,4,tate,n,1,3,130,40,4,4,2.55,2.1173,0.48,1.6128,1.05882352941176,17,0.0,15,2.3333333333333304,3.25,2.5,1.7142857142857097,3.03448275862069,1061,tate,0.0909191283549216,1.0,0.9444444444444486,1.0,0.8,1.6094379124341005,-1.6094379124341005,0.04301075268817205,0.632183908045977,0.08140068066760146
1841,TECHNICALLY,56,21,70,16,technically,r,3,3,739,611,442,389,14.49,2.8692,7.28,2.7868,1.25925925925926,27,1.17391304347826,23,2.55555555555556,1.7857142857142903,4.93103448275862,1.56,3.35714285714286,1959,technically,0.369077995278346,2.17391304347826,0.7941176470588229,0.4600000000000002,0.7730061349693251,5.966146739123692,-6.742675528622688,0.18604651162790695,0.7272727272727273,0.14085704209988614
1842,TECHNIQUES,40,41,82,9,techniques,n,2,3,177,152,174,150,3.47,2.2504,1.81,2.1847,1.18518518518519,27,2.1666666666666696,24,2.77777777777778,1.9259259259259298,4.96428571428571,1.8,3.44827586206897,1880,techniques,0.333380260460383,3.1666666666666696,0.8437499999999966,0.3157894736842102,0.7093023255813954,5.017279836814924,-6.169959346753311,0.0989010989010989,0.4938271604938271,0.08908607234521582
1843,TECHNO,50,18,73,0,techno,n,1,1,38,32,35,30,0.75,1.5911,0.38,1.5185,1.2962962962963,27,0.8,25,3.88,2.89285714285714,4.13793103448276,2.64285714285714,3.31034482758621,1129,techno,0.11073159138036,1.8,0.7714285714285692,0.5555555555555556,0.8723404255319149,3.4339872044851463,-4.021773869387265,0.0,0.7352941176470589,0.0979782428069819
1844,TEENAGE,58,28,89,6,teenage,s,1,4,350,273,304,246,6.86,2.5453,3.25,2.4378,1.03846153846154,26,1.41379310344828,29,3.4166666666666696,3.3703703703703702,4.9666666666666694,3.21428571428571,3.03448275862069,1791,teenage,0.30234564148521803,2.41379310344828,0.9629629629629616,0.4142857142857136,0.8121546961325967,5.5093883366279774,-6.390587748690864,0.06315789473684211,0.6744186046511628,0.14003450317576432
1845,TEENY,60,16,79,3,teeny,s,1,12,128,108,103,99,2.51,2.1106,1.29,2.0374,1.3076923076923102,26,3.35,20,2.2727272727272703,2.46153846153846,4.36666666666667,2.8333333333333304,3.24137931034483,235,teeny,-0.14874374668211,4.35,0.7647058823529399,0.2298850574712644,0.8797468354430379,4.605170185988092,-6.075346031088683,0.03658536585365853,0.7894736842105263,0.13622263341337487
1846,TELEGRAM,48,33,78,9,telegram,n,1,2,471,235,414,216,9.24,2.6739,2.8,2.3729,1.11111111111111,27,1.27586206896552,29,3.0833333333333304,4.67857142857143,4.56666666666667,4.178571428571431,3.1724137931034497,1081,telegram,0.0964176979092988,2.27586206896552,0.9000000000000009,0.4393939393939389,0.75,5.37989735354046,-6.202256265580412,0.10344827586206896,0.5925925925925926,0.07657390311184754
1847,TELEGRAPH,42,22,58,11,telegraph,n,2,5,167,104,121,78,3.27,2.2253,1.24,2.0212,1.48148148148148,27,0.833333333333333,24,2.27777777777778,4.42857142857143,4.75862068965517,3.96,3.2758620689655205,1511,telegraph,0.21430955390926898,1.833333333333333,0.6750000000000006,0.5454545454545455,0.7518796992481203,4.3694478524670215,-4.975583656037337,0.15942028985507245,0.65625,0.10681763064671496
1848,TELEVANGELIST,60,17,84,1,televangelist,n,1,1,4,4,4,4,0.08,0.6990000000000001,0.05,0.6990000000000001,1.08,25,0.833333333333333,18,2.68181818181818,3.57692307692308,3.8333333333333304,3.7916666666666696,2.03448275862069,223,televangelist,-0.155514336648525,1.833333333333333,0.9259259259259258,0.5454545454545455,0.8888888888888888,1.6094379124341005,-2.215573716004416,0.011764705882352941,0.7792207792207793,0.04086815584252686
1849,TEMPER,44,34,69,14,temper,n,9,28,582,444,546,433,11.41,2.7657,5.29,2.6484,1.96296296296296,27,2.03703703703704,27,4.34782608695652,2.25,4.8148148148148096,3.0,2.10344827586207,1536,temper,0.22094760619173698,3.03703703703704,0.5094339622641517,0.3292682926829265,0.7018633540372671,6.073044534100405,-7.18392691536033,0.1686746987951807,0.5641025641025641,0.14653143614549727
1850,TEMPLATES,48,29,70,16,templates,n,1,3,15,2,15,2,0.29,1.2041,0.02,0.4771,1.3,30,1.5652173913043501,23,2.1666666666666696,3.84,4.703703703703701,3.0714285714285694,3.2962962962963,587,templates,-0.0291732646405259,2.5652173913043503,0.7692307692307692,0.389830508474576,0.7239263803680982,1.0986122886681098,-2.0406555166446805,0.18604651162790695,0.6233766233766234,0.058503936626037825
1851,TEMPO,35,21,56,6,tempo,n,2,4,86,64,75,58,1.69,1.9395,0.76,1.8129,1.55555555555556,27,1.7391304347826102,23,3.61111111111111,2.64285714285714,4.68965517241379,2.28,3.5,1532,tempo,0.219414305409192,2.7391304347826098,0.642857142857141,0.3650793650793649,0.7711864406779662,4.07753744390572,-5.085177954368104,0.0967741935483871,0.625,0.08217787789589695
1852,TENNESSEE,56,15,71,4,tennessee,n,2,5,204,121,0,0,4.0,2.3118,1.44,2.0864,1.2,25,0.0,25,2.6363636363636402,4.6153846153846105,4.925925925925929,3.92,3.3448275862069,1931,tennessee,0.35484149809876203,1.0,0.8333333333333334,1.0,0.8698630136986302,0.0,0.0,0.05333333333333334,0.7887323943661971,0.1255258518605916
1853,TERMS,38,46,86,7,terms,n,10,17,1138,863,1123,851,22.31,3.0565,10.29,2.9365,2.0,26,2.03846153846154,26,2.3636363636363598,2.1923076923076903,4.79310344827586,1.72,3.0,2173,terms,0.571135993559972,3.0384615384615397,0.5,0.3291139240506327,0.7005649717514124,6.747586526829315,-7.858937841274855,0.07526881720430108,0.4523809523809524,0.11018266374119703
1854,TERRIBLY,43,32,73,6,terribly,r,2,10,1205,781,1126,743,23.63,3.0813,9.31,2.8932,1.42857142857143,28,2.44,25,3.2608695652173902,1.7931034482758603,4.8148148148148096,1.7391304347826102,1.37931034482759,1756,terribly,0.289601387836049,3.44,0.6999999999999993,0.2906976744186047,0.7532467532467533,6.6120410348330925,-7.847512506218399,0.0759493670886076,0.5733333333333334,0.17037042340397585
1855,TESLA,72,15,82,11,tesla,n,2,3,43,8,4,3,0.84,1.6435,0.1,0.9542,1.47826086956522,23,0.125,16,3.76190476190476,3.65384615384615,3.56666666666667,3.0833333333333304,3.6551724137931,588,tesla,-0.0289344890481079,1.125,0.6764705882352929,0.8888888888888888,0.8555555555555555,1.3862943611198906,-1.5040773967762742,0.11827956989247312,0.8275862068965517,0.06806967146171589
1856,TESTAMENT,66,23,83,13,testament,n,4,5,120,100,63,56,2.35,2.0828,1.19,2.0043,1.875,24,1.80769230769231,26,2.90909090909091,3.0,4.71428571428571,2.24,3.2758620689655205,1486,testament,0.20671420122558298,2.80769230769231,0.5333333333333333,0.35616438356164354,0.8054054054054054,4.043051267834549,-5.0754141709614595,0.13541666666666666,0.7415730337078652,0.1458886231311977
1857,TETHERED,53,25,77,8,tethered,v,2,2,20,16,20,16,0.39,1.3222,0.19,1.2304,1.5925925925925901,27,2.67857142857143,28,2.875,3.10714285714286,4.4666666666666694,3.60714285714286,2.55172413793103,620,tethered,-0.0224482764398681,3.6785714285714306,0.6279069767441872,0.27184466019417464,0.7975460122699386,2.8332133440562166,-4.135737822110649,0.09411764705882353,0.6794871794871795,0.09881951632241553
1858,TEX,55,20,77,5,tex,,0,0,183,69,1,1,3.59,2.2648,0.82,1.8451,1.27777777777778,18,0.666666666666667,12,2.44,2.76923076923077,3.13793103448276,2.03333333333333,3.19230769230769,529,tex,-0.0489199101529637,1.666666666666667,0.7826086956521726,0.5999999999999999,0.8407643312101911,0.6931471805599453,-1.2039728043259363,0.06097560975609756,0.7333333333333333,0.07284521899051195
1859,TEXAS,62,17,83,2,texas,n,1,3,1429,508,1,1,28.02,3.1553,6.06,2.7067,1.10714285714286,28,0.148148148148148,27,3.2608695652173902,4.75862068965517,4.7407407407407405,4.32,3.4285714285714306,2104,texas,0.46386345221625297,1.148148148148148,0.9032258064516104,0.8709677419354841,0.8841463414634146,0.6931471805599453,-0.8312975190407622,0.023529411764705882,0.7848101265822784,0.13106036287081715
1860,TEXTURE,41,27,71,6,texture,n,5,6,84,72,83,71,1.65,1.9294,0.86,1.8633,1.51851851851852,27,1.7142857142857097,21,2.59090909090909,3.23076923076923,4.93333333333333,2.7916666666666696,3.4137931034482794,1349,texture,0.16943790796591401,2.71428571428571,0.658536585365853,0.3684210526315795,0.7724137931034483,4.276666119016055,-5.275194949127182,0.07792207792207792,0.6029411764705882,0.09189816348394146
1861,THAN,59,27,94,3,than,,0,0,37679,7770,37398,7760,738.8,4.5761,92.63,3.8905,1.125,24,1.04,25,2.125,1.88888888888889,4.8,1.11111111111111,3.03571428571429,2208,than,0.6542986643587521,2.04,0.8888888888888888,0.4901960784313725,0.8360655737704918,8.956866470854141,-9.669816278710265,0.030927835051546393,0.686046511627907,0.14218242352591484
1862,THANKSGIVING,55,10,68,5,thanksgiving,n,2,5,949,275,34,20,18.61,2.9777,3.28,2.4409,1.5,28,0.185185185185185,27,3.43478260869565,3.3448275862069,4.96296296296296,4.0,4.41379310344828,1829,thanksgiving,0.317837642284943,1.1851851851851851,0.6666666666666666,0.84375,0.8913043478260869,3.0445224377234235,-3.2144214745188204,0.0684931506849315,0.8461538461538461,0.12152910513368854
1863,THEATERS,36,30,71,5,theaters,n,3,14,92,72,88,69,1.8,1.9685,0.86,1.8633,1.62068965517241,29,1.61538461538462,26,3.5,4.62962962962963,4.79310344827586,4.72413793103448,4.03448275862069,1717,theaters,0.27575037810690695,2.6153846153846203,0.6170212765957461,0.3823529411764699,0.7535211267605634,4.248495242049359,-5.2099064092039855,0.06578947368421052,0.5454545454545454,0.06950706384577333
1864,THERAPISTS,45,27,71,8,therapists,n,1,2,42,35,39,34,0.82,1.6335,0.42,1.5563,1.24,25,1.7307692307692302,26,2.5,4.34615384615385,4.86206896551724,3.88,3.4137931034482794,1172,therapists,0.122359073968717,2.73076923076923,0.8064516129032259,0.3661971830985917,0.7682119205298014,3.555348061489413,-4.559931400509247,0.10126582278481013,0.625,0.0680765101408531
1865,THERMITE,61,17,80,4,thermite,,0,0,29,8,24,7,0.57,1.4771,0.1,0.9542,1.1875,16,0.28571428571428603,14,3.1363636363636402,3.69230769230769,3.21428571428571,2.56,2.71428571428571,107,thermite,-0.230185922782801,1.2857142857142858,0.8421052631578947,0.7777777777777776,0.8703703703703703,2.079441541679836,-2.330755969960742,0.047619047619047616,0.7820512820512819,0.05395514866863592
1866,THESE,46,25,78,2,these,,0,0,46104,7850,37499,7628,904.0,4.6637,93.59,3.8949,1.16,25,1.23076923076923,26,2.3636363636363598,2.46153846153846,4.89285714285714,1.56,3.07407407407407,2180,these,0.583154768817023,2.23076923076923,0.8620689655172414,0.4482758620689657,0.8211920529801324,8.939712054090231,-9.742058526615166,0.025,0.647887323943662,0.14168528672986086
1867,THIEVES,64,15,74,11,thieves,n,2,8,464,327,393,293,9.1,2.6675,3.9,2.5159,1.11111111111111,27,2.375,24,4.10526315789474,3.78571428571429,4.96551724137931,4.04,1.28571428571429,1535,thieves,0.22044497055592102,3.375,0.9000000000000009,0.2962962962962963,0.8414634146341463,5.683579767338681,-6.8999750916631735,0.12941176470588234,0.810126582278481,0.11969641859102954
1868,THIN,37,24,64,4,thin,v,13,31,1029,803,957,765,20.18,3.0128,9.57,2.9053,1.85185185185185,27,3.7241379310344795,29,2.625,3.14285714285714,5.0,4.11111111111111,3.48275862068966,1947,thin,0.360638362267331,4.72413793103448,0.5400000000000005,0.2116788321167884,0.7829457364341085,6.641182169740591,-8.193867265582242,0.05882352941176471,0.6065573770491803,0.12592433667928996
1869,THINGY,62,18,85,8,thingy,,0,0,146,110,142,108,2.86,2.1673,1.31,2.0453,1.48275862068966,29,2.5,22,2.68181818181818,2.0,4.24137931034483,1.64285714285714,3.10714285714286,30,thingy,-0.319541977581652,3.5,0.6744186046511607,0.2857142857142857,0.8497109826589595,4.691347882229144,-5.944110850724512,0.08602150537634409,0.775,0.12197409071876392
1870,THORN,50,23,69,12,thorn,n,3,9,260,71,67,52,5.1,2.4166,0.85,1.8573,1.5357142857142903,28,1.82608695652174,23,3.32,4.78571428571429,4.93103448275862,4.83333333333333,2.03448275862069,1041,thorn,0.086678443226083,2.82608695652174,0.6511627906976726,0.3538461538461537,0.7727272727272727,3.970291913552122,-5.0091849675186095,0.14814814814814814,0.6849315068493149,0.11602322653390569
1871,THOSE,42,48,98,1,those,,0,0,38404,7712,32649,7540,753.02,4.5844,91.94,3.8872,1.03703703703704,27,0.916666666666667,24,2.0,1.92857142857143,4.96551724137931,1.5,2.9285714285714306,2206,those,0.6374681783332429,1.916666666666667,0.9642857142857114,0.5217391304347825,0.7407407407407407,8.928110078202646,-9.578697644343796,0.010101010101010102,0.4666666666666667,0.16303873977675304
1872,THOUGH,49,21,77,2,though,r,1,1,9279,4620,8346,4365,181.94,3.9675,55.08,3.6647,1.25,28,1.6521739130434798,23,1.88,1.6296296296296298,4.78571428571429,1.24137931034483,2.9310344827586206,2214,though,0.687952043396832,2.6521739130434803,0.8,0.37704918032786855,0.8456375838926175,8.38160253710989,-9.356982185354052,0.02531645569620253,0.7,0.17731216090115268
1873,THREESOME,70,6,74,7,threesome,n,2,22,108,57,106,55,2.12,2.0374,0.68,1.7634,1.5925925925925901,27,0.91304347826087,23,4.44444444444444,3.35714285714286,4.86206896551724,4.12,3.4285714285714306,665,threesome,-0.0109551250609841,1.91304347826087,0.6279069767441872,0.5227272727272726,0.9171974522292994,4.02535169073515,-4.674047108724261,0.08641975308641975,0.9210526315789472,0.0856976586011488
1874,THRILLER,55,21,71,10,thriller,n,1,1,69,29,49,21,1.35,1.8451,0.35,1.4771,1.9333333333333302,30,2.17391304347826,23,4.70833333333333,2.42307692307692,4.703703703703701,2.85714285714286,3.44444444444444,1577,thriller,0.23373642115896803,3.17391304347826,0.5172413793103458,0.31506849315068497,0.8025477707006371,3.0910424533583165,-4.2460076785775565,0.12345679012345677,0.7236842105263158,0.05342364628338093
1875,THROATS,62,31,87,9,throats,n,4,5,181,153,174,150,3.55,2.2601,1.82,2.1875,1.25925925925926,27,0.695652173913043,23,2.4210526315789505,4.53846153846154,4.96551724137931,4.36,2.89285714285714,1131,throats,0.111583460659314,1.6956521739130432,0.7941176470588229,0.5897435897435899,0.7883597883597884,5.017279836814924,-5.545347267015422,0.09375,0.6666666666666666,0.12583317621167256
1876,THROW,44,45,90,5,throw,n,20,51,6570,3674,5436,3305,128.82,3.8176,43.8,3.5653,2.1724137931034497,29,3.40740740740741,27,3.31818181818182,3.7037037037037,4.79310344827586,3.6551724137931,2.8275862068965503,2011,throw,0.40275910605640797,4.40740740740741,0.4603174603174599,0.2268907563025209,0.7282608695652174,8.10349427838097,-9.58678090548817,0.05263157894736842,0.4943820224719101,0.1355941166312358
1877,THROWAWAY,63,28,91,12,throwaway,n,5,17,9,8,9,8,0.18,1.0,0.1,0.9542,1.56,25,2.23076923076923,26,2.19047619047619,2.3846153846153797,4.60714285714286,2.76,2.1379310344827602,655,throwaway,-0.0132956612111118,3.23076923076923,0.641025641025641,0.3095238095238096,0.7938144329896907,2.19722457733622,-3.3699448381580512,0.11650485436893206,0.6923076923076923,0.10608304412348638
1878,THUD,55,19,69,10,thud,n,4,11,99,72,68,52,1.94,2.0,0.86,1.8633,1.11111111111111,27,2.4210526315789505,19,3.2727272727272703,2.88461538461538,4.4,2.0833333333333304,2.20689655172414,637,thud,-0.0177746715690416,3.4210526315789505,0.9000000000000009,0.2923076923076921,0.8104575163398693,3.970291913552122,-5.200240204281321,0.12658227848101267,0.7432432432432432,0.11123710351558179
1879,THUNDER,49,28,76,10,thunder,n,7,18,679,350,416,278,13.31,2.8325,4.17,2.5453,1.89285714285714,28,0.8076923076923079,26,4.4782608695652195,4.20689655172414,4.925925925925929,2.9166666666666696,2.7241379310344795,1490,thunder,0.20798759187985,1.8076923076923082,0.5283018867924536,0.553191489361702,0.7668711656441718,5.631211781821365,-6.223262845509943,0.11627906976744184,0.6363636363636364,0.13781940173780877
1880,THUNDERHEAD,56,14,71,6,thunderhead,n,1,1,12,4,3,2,0.24,1.1139,0.05,0.6990000000000001,1.1578947368421102,19,0.384615384615385,13,4.22727272727273,3.3333333333333304,3.44827586206897,2.9310344827586206,2.67857142857143,35,thunderhead,-0.31114681687793605,1.384615384615385,0.8636363636363601,0.7222222222222221,0.8639455782312925,1.0986122886681098,-1.424034689102738,0.07792207792207792,0.8,0.05046561505158064
1881,TIBET,59,19,81,8,tibet,n,1,4,146,47,0,0,2.86,2.1673,0.56,1.6812,1.0,26,0.0769230769230769,26,3.18181818181818,4.5,3.96296296296296,3.68,3.24137931034483,1793,tibet,0.302917197175601,1.0769230769230769,1.0,0.9285714285714286,0.8383233532934131,0.0,-0.07410797215372185,0.0898876404494382,0.7564102564102564,0.07231004680203042
1882,TIC,45,21,65,7,tic,n,1,1,77,49,33,27,1.51,1.8921,0.58,1.699,1.76190476190476,21,1.11764705882353,17,2.4,2.80769230769231,3.3333333333333304,3.07407407407407,2.15384615384615,565,tic,-0.038647236755278,2.11764705882353,0.5675675675675681,0.4722222222222221,0.7971014492753623,3.332204510175204,-4.082510104575098,0.09722222222222222,0.6818181818181818,0.07314641433527988
1883,TICK,49,22,72,10,tick,n,8,21,370,204,286,184,7.25,2.5694,2.43,2.3118,2.56666666666667,30,1.47826086956522,23,3.125,4.15384615384615,4.71428571428571,4.392857142857141,1.96296296296296,1123,tick,0.109051821229151,2.47826086956522,0.3896103896103891,0.40350877192982415,0.7908496732026143,5.220355825078324,-6.127912876983726,0.12195121951219512,0.6901408450704225,0.10510668524111542
1884,TIMBERLINE,65,20,85,11,timberline,n,1,3,17,4,2,2,0.33,1.2553,0.05,0.6990000000000001,1.31578947368421,19,0.842105263157895,19,2.48,3.6666666666666696,3.9310344827586206,3.1,3.3333333333333304,465,timberline,-0.0660151710098496,1.8421052631578951,0.7600000000000003,0.5428571428571427,0.8287292817679558,1.0986122886681098,-1.7095213709910833,0.11458333333333333,0.7647058823529411,0.07026411600311817
1885,TINSEL,55,15,72,5,tinsel,n,5,5,24,18,20,15,0.47,1.3979,0.21,1.2788,1.13793103448276,29,0.75,20,2.7916666666666696,4.48,4.37037037037037,4.2222222222222205,3.7407407407407405,247,tinsel,-0.14612253808251902,1.75,0.8787878787878777,0.5714285714285714,0.8639455782312925,2.772588722239781,-3.332204510175204,0.06493506493506493,0.7857142857142857,0.08415480422236567
1886,TIPTOE,57,22,83,6,tiptoe,n,4,6,45,38,40,35,0.88,1.6628,0.45,1.5911,1.4642857142857097,28,1.23076923076923,26,2.54545454545455,3.7407407407407405,4.72413793103448,3.86206896551724,3.0689655172413794,585,tiptoe,-0.0304992362340981,2.23076923076923,0.6829268292682947,0.4482758620689657,0.8333333333333334,3.58351893845611,-4.385865410981046,0.06741573033707865,0.7215189873417721,0.11165995317714171
1887,TITANIUM,62,17,80,3,titanium,n,1,3,80,68,65,55,1.57,1.9085,0.81,1.8388,1.22222222222222,27,0.172413793103448,29,3.0,4.75,4.33333333333333,3.85714285714286,3.37931034482759,836,titanium,0.0362627926753533,1.172413793103448,0.8181818181818196,0.8529411764705884,0.8765432098765432,4.02535169073515,-4.184416385364837,0.03614457831325301,0.7848101265822784,0.06344738713337729
1888,TITHING,65,13,82,3,tithing,v,4,4,2,2,2,2,0.04,0.4771,0.02,0.4771,1.11764705882353,17,1.0,19,2.4,2.8214285714285694,4.0,2.27586206896552,3.1724137931034497,316,tithing,-0.11472497772046901,2.0,0.8947368421052626,0.5,0.9018404907975459,1.0986122886681098,-1.791759469228055,0.035294117647058816,0.8333333333333334,0.07324484369690835
1889,TITLED,52,31,80,9,titled,v,3,7,35,31,33,29,0.69,1.5563,0.37,1.5051,1.5925925925925901,27,1.7916666666666698,24,2.21052631578947,2.42857142857143,4.79310344827586,2.28,3.1785714285714306,1935,titled,0.35704264811800107,2.7916666666666696,0.6279069767441872,0.3582089552238802,0.7674418604651163,3.4011973816621555,-4.427836170705176,0.10112359550561796,0.6265060240963856,-0.010648925580129814
1890,TOKYO,62,16,83,5,tokyo,n,1,7,690,300,1,1,13.53,2.8395,3.58,2.4786,1.0,27,0.15,20,3.6363636363636402,4.28,4.8,3.7916666666666696,3.44827586206897,1968,tokyo,0.37351990432081295,1.15,1.0,0.8695652173913044,0.8734939759036144,0.6931471805599453,-0.8329091229351039,0.05681818181818181,0.7948717948717948,0.10806855797206792
1891,TOLEDO,55,20,74,7,toledo,n,2,2,182,102,0,0,3.57,2.2625,1.22,2.0128,1.21428571428571,28,0.272727272727273,22,1.95454545454545,4.40740740740741,3.86206896551724,2.8275862068965503,3.03448275862069,1571,toledo,0.23199050236506,1.272727272727273,0.8235294117647088,0.7857142857142856,0.8269230769230769,0.0,-0.24116205681688824,0.08641975308641975,0.7333333333333333,0.10935111712249111
1892,TOLLGATE,58,26,85,4,tollgate,n,1,2,2,2,2,2,0.04,0.4771,0.02,0.4771,1.08695652173913,23,0.411764705882353,17,2.18181818181818,4.46153846153846,4.0,4.15384615384615,2.07692307692308,62,tollgate,-0.26913508685828896,1.4117647058823528,0.9200000000000004,0.7083333333333333,0.8265895953757225,1.0986122886681098,-1.4434527749598394,0.0449438202247191,0.6904761904761905,0.036502016674040245
1893,TOMCATS,61,13,73,6,tomcats,n,1,2,9,5,2,2,0.18,1.0,0.06,0.7782,1.5,24,0.5217391304347829,23,3.05263157894737,3.48148148148148,4.31034482758621,4.36,3.14285714285714,283,tomcats,-0.13127514718093902,1.5217391304347831,0.6666666666666666,0.6571428571428569,0.8758169934640523,1.0986122886681098,-1.518466134228374,0.0759493670886076,0.8243243243243243,0.04430653854483801
1894,TOMORROW,49,28,75,7,tomorrow,n,3,3,17134,5661,14712,5403,335.96,4.2339,67.49,3.753,1.10714285714286,28,0.7727272727272729,22,2.8636363636363598,2.76923076923077,4.96296296296296,1.92307692307692,3.88,2107,tomorrow,0.4644213114953929,1.7727272727272732,0.9032258064516104,0.564102564102564,0.779874213836478,8.59489469908009,-9.167413891851421,0.08536585365853659,0.6363636363636364,0.10362171279917558
1895,TONES,43,42,89,11,tones,n,15,43,100,86,93,82,1.96,2.0043,1.03,1.9395,2.22222222222222,27,2.0,26,3.04347826086957,3.0,4.66666666666667,2.16,3.4137931034482794,1501,tones,0.21069446313679102,3.0,0.4500000000000005,0.3333333333333333,0.7135135135135136,4.418840607796597,-5.517452896464708,0.11,0.5058823529411764,0.09254575413323458
1896,TONIC,59,21,76,8,tonic,n,9,24,195,143,184,136,3.82,2.2923,1.7,2.1584,1.82142857142857,28,1.4074074074074099,27,2.82608695652174,3.79310344827586,4.44444444444444,3.56,3.4137931034482794,939,tonic,0.061489622298477,2.40740740740741,0.5490196078431376,0.4153846153846149,0.8231707317073171,4.919980925828125,-5.7985313297194345,0.09523809523809523,0.7375,0.09366111279183087
1897,TONY,68,25,101,6,tony,,0,0,3503,595,2,2,68.69,3.5446,7.09,2.7752,1.9166666666666698,24,0.33333333333333304,24,2.59090909090909,3.42307692307692,3.8275862068965503,3.04,3.03571428571429,1787,tony,0.300669814881888,1.333333333333333,0.5217391304347817,0.7500000000000002,0.845,1.0986122886681098,-1.3862943611198904,0.05607476635514018,0.7311827956989247,0.1210991866186634
